years_since_founded,funding_rounds,funding_total_usd,milestones,has_invested_other_companies,description,last_raised_amount_usd,last_funding_participants_cnt,category_code,last_funding_round_type,is_ipo_or_acquired
8.0,4,21550000.0,3.0,0,Blurb recognized as one of the Hottest San Francisco Companies by Lead411  Self-Publishing's Blurb Hits $45M Revenue Mark,2050000.0,2,ecommerce,series-a,0
21.0,1,6000000.0,,0,nan,6000000.0,1,software,venture,0
1.0,1,100000.0,1.0,0,Entered beta testing Completed beta testing. Product now in production - revenue stage.,100000.0,1,software,angel,0
13.0,1,5500000.0,1.0,0,nan,5500000.0,2,software,series-c+,0
8.0,1,500000.0,,0,nan,500000.0,0,software,angel,0
1.0,1,1000000.0,2.0,0,nan,1000000.0,6,ecommerce,angel,0
12.0,1,65000000.0,3.0,0,Boingo Wireless Files For $75 Million IPO,65000000.0,3,mobile,series-c+,1
0.0,1,10000.0,,0,nan,10000.0,1,mobile,angel,0
3.0,1,2000000.0,2.0,0,nan,2000000.0,4,software,series-b,0
2.0,1,300000.0,1.0,0,nan,300000.0,0,web,angel,0
0.0,2,120000.0,,0,nan,,0,software,angel,0
5.0,4,59500000.0,3.0,0,"Booyah! MyTown hits 1 million users before Foursquare or Gowalla Booyah Hits 2 Million, Stealing Foursquareâ€™s Thunder Booyah named in the Hottest Silicon Valley Companies list Booyahâ€™s MyTown Hits 3.1 Million Users",4500000.0,1,games_video,series-a,0
5.0,3,27520000.0,1.0,0,nan,4000000.0,0,software,venture,0
3.0,3,4600000.0,2.0,0,nan,,1,analytics,venture,0
6.0,1,15000.0,3.0,0,nan,15000.0,1,ecommerce,angel,0
1.0,1,1100000.0,1.0,0,nan,1100000.0,2,web,angel,0
8.0,1,1500000.0,,0,nan,1500000.0,2,web,series-a,1
3.0,1,3000000.0,2.0,0,nan,3000000.0,1,games_video,series-a,0
10.0,8,7000000.0,,0,nan,350000.0,0,software,venture,0
2.0,3,49000000.0,3.0,0,Launched Talk.co chat app for coworkers Launched Talk.co chat app for coworkers,6000000.0,17,mobile,series-a,1
1.0,2,1800000.0,2.0,0,nan,300000.0,0,web,angel,0
14.0,2,5448993.0,2.0,0,nan,5000000.0,4,ecommerce,venture,0
0.0,1,500000.0,1.0,0,nan,500000.0,0,software,angel,0
1.0,2,2063960.0,2.0,0,"Brandle, Inc. Closes $1,050,000 Series AA Round",1050000.0,0,social,angel,0
9.0,2,21400000.0,3.0,0,nan,,2,web,series-b,1
2.0,5,28901449.0,2.0,0,Launch of 1st game - Monster Mouth DDS,6588450.0,0,games_video,series-a,0
1.0,3,3500000.0,2.0,0,nan,500000.0,0,mobile,angel,0
,1,,,0,nan,,1,mobile,angel,0
10.0,1,5000000.0,,0,nan,5000000.0,1,software,series-a,0
3.0,2,8700000.0,3.0,0,"Brevity Provides Integrated Transcode & Transport for NBC Olympics' Coverage of the London 2012 Olympic Games  New York, New York ï¿? March 21, 2013  ï¿? In a strong affirmation of the core technology and market potential of Brevity, a digital technology start-up serving the media and entertainment markets, the company has entered into a strategic partnership with Todayï¿?s increasing requirements for timely video asset availability are challenging studios and broadcastersï¿? video production, post-production, and distribution. Traditionally the process of transporting and transcoding video have been done in sequen Brevity is featured at NAB Show 2013 as part of the Dell Create solution demo in the StudioXperience Sponsored by Intel Booth ï¿? SL9610, further enhancing the vendor ecosystem available to Dell customers.  The new Dell Create solution, announced by Dell ",7700000.0,0,software,series-a,0
7.0,1,2000000.0,1.0,0,"Launched Tweet-off Social Mobile Platform Won Prestigious 2012 Mosaic Award for Mobile Campaign for U.S. Marines Launched America-Nextï¿?, the nationï¿?s first culturally diverse mobile ad network",2000000.0,1,mobile,venture,0
14.0,8,43143037.0,1.0,0,nan,7000000.0,1,mobile,series-b,0
0.0,6,6747670.0,2.0,0,nan,220000.0,1,analytics,angel,0
6.0,4,61900000.0,3.0,0,BrightEdge raises Series A financing,,1,search,series-a,0
2.0,3,28000000.0,3.0,0,"Launches new, free service",5000000.0,1,web,series-a,0
5.0,1,6000000.0,2.0,0,nan,6000000.0,1,games_video,series-a,0
2.0,1,,1.0,0,nan,,2,web,angel,0
2.0,2,7550000.0,2.0,0,nan,1250000.0,6,ecommerce,angel,0
5.0,3,3900000.0,2.0,0,nan,900000.0,1,web,angel,0
3.0,4,75800000.0,3.0,0,Bromium introduces vSentry - First product to protect the enterprise by design,9200000.0,3,security,series-a,0
0.0,1,55000.0,1.0,0,nan,55000.0,5,software,angel,0
4.0,1,1200000.0,,0,nan,1200000.0,2,ecommerce,angel,0
39.0,1,,,0,nan,,0,security,angel,0
3.0,1,400000.0,3.0,0,"Buffer Adds Custom Social Media Scheduling, Claims 850,000 Users, $1.5M Annual Revenue Buffer Adds Support for Google+ Pages",400000.0,21,social,angel,0
1.0,2,1650000.0,2.0,0,Appointed Chris Raethke as VP of Engineering Finalist for SC Magazine Innovation Award,50000.0,0,security,angel,0
0.0,1,1400000.0,2.0,0,nan,1400000.0,3,software,angel,0
1.0,1,1140000.0,1.0,0,nan,1140000.0,5,software,angel,0
4.0,3,19073747.0,1.0,0,nan,1200000.0,1,software,other,0
0.0,1,850000.0,,0,nan,850000.0,0,web,angel,0
0.0,1,600000.0,2.0,0,"General Availability of built.io enterprise application platform Announced hire of new COO, Matthew Baier, who previously launched Salesforce's platform into the mBaaS space.",600000.0,2,software,angel,0
4.0,4,8500000.0,2.0,0,BUMP.com Launches at DEMO Fall 2010 BUMP.com presents at SXSW Interactive during Microsoft BizSpark Accelerator BUMP Network Selected as one of ï¿?The Next Great Consumer Brandsï¿? to Present at NASDAQ  OUTSIDE MAGAZINE NAMES BUMP NETWORK ONE OF AMERICAï¿?S BEST PLACES TO WORK IN 2012,1000000.0,0,analytics,series-a,0
8.0,3,12500000.0,,0,nan,2000000.0,2,software,series-a,0
1.0,1,200000.0,1.0,0,nan,200000.0,0,mobile,venture,0
4.0,2,7300000.0,3.0,0,"TestFlight launches FlightPath for app developers Jarkko Rajamï¿?ki joins Burstly as VP of Business Development TestFlight hits 400,000 apps milestone, releases new Android and iOS SDKs 
",1800000.0,3,analytics,series-a,1
6.0,3,5000000.0,3.0,0,SanDiegoRed renews a two year contract with the Union Tribune Busca Corp. Welcomes Three New Advisory Board Members and New Sales Director http://www.prweb.com/releases/2013/4/prweb10670083.htm,2000000.0,0,games_video,series-a,0
,2,1250000.0,2.0,0,nan,1000000.0,6,software,angel,0
2.0,2,315000.0,3.0,0,nan,15000.0,1,web,angel,0
2.0,2,2000000.0,2.0,0,nan,,1,social,venture,0
7.0,1,,2.0,0,BuzzStarter just recently got it's 10th account for 2013! Providing digital acquisition solutions since 2008! http://buzzstarter.biz,,1,analytics,angel,0
4.0,7,139246994.0,2.0,0,nan nan,4000000.0,0,software,venture,0
6.0,1,12000000.0,1.0,0,nan,12000000.0,3,software,series-c+,1
9.0,2,4800000.0,,0,nan,1700000.0,2,software,series-a,0
,2,9250000.0,1.0,0,"CalAmp Awarded $2.2 Million Contract to Create Mobile Data Communications Network for 1,500 km Driverless Train System ",6175000.0,0,mobile,other,1
1.0,1,415000.0,1.0,0,nan,415000.0,12,web,angel,0
4.0,2,1100000.0,1.0,0,nan,,1,analytics,venture,1
,1,5068086.0,,0,nan,5068086.0,0,software,series-a,0
6.0,3,7250000.0,1.0,0,nan,,2,search,series-a,0
1.0,1,1000000.0,,0,nan,1000000.0,1,web,angel,0
0.0,1,1500000.0,2.0,0,nan,1500000.0,3,analytics,series-a,0
2.0,1,2300000.0,,0,nan,2300000.0,1,ecommerce,series-b,0
14.0,2,19950000.0,,0,nan,15000000.0,4,software,series-c+,1
1.0,1,,,0,nan,,0,software,angel,0
0.0,1,,2.0,0,nan,,1,software,angel,0
1.0,1,,,0,nan,,1,web,angel,0
5.0,1,,1.0,0,nan,,1,web,series-a,0
,1,6500000.0,,0,nan,6500000.0,2,web,series-a,0
7.0,4,8467282.0,,0,nan,2900000.0,2,software,series-a,0
1.0,1,3000000.0,1.0,0,nan,3000000.0,3,web,series-a,0
14.0,1,,,0,nan,,4,analytics,private-equity,0
0.0,1,10000000.0,,0,nan,10000000.0,0,mobile,series-a,0
4.0,1,2300000.0,1.0,0,nan,2300000.0,6,web,series-a,0
,2,10000000.0,2.0,0,nan,,6,ecommerce,angel,1
3.0,1,1549940.0,1.0,0,nan,1549940.0,0,web,other,0
1.0,3,2600000.0,,0,nan,1600000.0,1,software,series-a,1
2.0,1,1500000.0,,0,nan,1500000.0,1,web,series-a,0
0.0,1,,,0,nan,,2,web,angel,0
8.0,3,42000000.0,3.0,0,Carrier IQ Wins 2009 TiE50 Award,10000000.0,3,mobile,series-a,0
0.0,1,250000.0,1.0,0,nan,250000.0,0,ecommerce,angel,0
1.0,1,200000.0,1.0,0,nan,200000.0,0,games_video,angel,0
2.0,1,,1.0,0,Acquired by PlayPhone Inc.,,0,games_video,angel,0
6.0,1,17500002.0,,0,nan,17500002.0,0,software,series-a,0
2.0,2,1560000.0,1.0,0,nan,1250000.0,0,mobile,angel,0
3.0,2,7800000.0,2.0,0,nan,1300000.0,0,ecommerce,angel,0
13.0,2,12000000.0,2.0,0,nan,2000000.0,1,security,venture,0
5.0,2,9300000.0,4.0,0,Snaptic raises $2.3M ,2300000.0,2,mobile,series-a,0
10.0,1,3500000.0,1.0,0,Catch Media Receives Strategic Investment from Motorola Mobility Ventures,3500000.0,1,web,venture,0
3.0,1,35000.0,,0,nan,35000.0,0,software,angel,0
4.0,1,250000.0,1.0,0,nan,250000.0,1,software,angel,0
,1,560000.0,,0,nan,560000.0,1,software,series-a,0
8.0,3,26000000.0,2.0,0,nan,4000000.0,1,mobile,series-a,1
15.0,4,38399999.0,1.0,0,nan,14300000.0,3,software,series-b,0
13.0,2,16000000.0,4.0,0,nan,15000000.0,4,software,series-c+,1
18.0,1,11100000.0,2.0,0,nan,11100000.0,0,software,private-equity,0
8.0,3,13600000.0,1.0,0,nan,1500000.0,1,search,venture,0
0.0,1,3200000.0,1.0,0,nan,3200000.0,2,web,series-a,0
4.0,1,1500000.0,1.0,0,nan,1500000.0,0,security,series-a,0
6.0,1,15000000.0,3.0,0,"Change.org Hits 10 Million Members, Now The ï¿?Fastest-Growing Social Action Platform On The Webï¿?",15000000.0,2,web,series-a,0
4.0,1,1600000.0,,0,nan,1600000.0,1,web,venture,0
2.0,2,4440000.0,2.0,0,nan,1290000.0,13,analytics,angel,0
2.0,2,21000000.0,2.0,0,nan,2000000.0,3,games_video,series-a,0
0.0,1,1000000.0,3.0,0,"CheckPoints Hits A Million Check-Ins, 600K Bar Code Scans",1000000.0,2,mobile,series-a,0
1.0,1,2500000.0,2.0,0,nan,2500000.0,4,mobile,series-a,0
2.0,1,100000.0,2.0,0,Foodstream 1.3 is now on App Store Foodstream 1.4.3 is now on App Store,100000.0,0,mobile,angel,0
7.0,1,3500000.0,,0,nan,3500000.0,1,software,venture,0
0.0,1,750000.0,1.0,0,nan,750000.0,5,ecommerce,angel,0
3.0,1,1100000.0,2.0,0,nan,1100000.0,18,social,angel,0
3.0,2,1350000.0,1.0,0,nan,1200000.0,1,social,angel,0
,1,,,0,nan,,1,ecommerce,venture,0
2.0,1,225000.0,1.0,0,nan,225000.0,1,web,venture,0
3.0,1,,1.0,0,"Cie Games' 'Car Town' Partners with Exotic Car Manufacturers Ferrari, Aston Martin, Lamborghini, McLaren and Pagani To Launch Virtual Cars In-Game Cie Gamesï¿? Car Town Streets Cruises into the App Store",,1,games_video,angel,1
3.0,2,6000000.0,1.0,0,nan,5000000.0,2,software,series-a,0
,1,13000000.0,1.0,0,"CiiNOW, Inc. Partners with Metaboli to Launch Cloud Gaming Service in Germany",13000000.0,1,games_video,series-a,0
0.0,1,4500000.0,,0,nan,4500000.0,2,mobile,series-a,0
8.0,1,,,0,nan,,1,games_video,angel,0
14.0,1,11000000.0,,0,nan,11000000.0,2,web,series-a,0
2.0,2,1650000.0,2.0,0,nan,900000.0,21,mobile,angel,0
2.0,1,1500000.0,1.0,0,nan,1500000.0,10,software,series-a,0
2.0,2,6000000.0,2.0,0,nan,1000000.0,14,social,angel,0
4.0,1,,1.0,0,nan,,1,analytics,venture,1
1.0,1,,1.0,0,nan,,2,software,angel,0
3.0,3,9766570.0,,0,nan nan,1000000.0,0,analytics,venture,0
3.0,1,8000000.0,1.0,0,nan,8000000.0,3,software,series-a,0
0.0,1,550000.0,1.0,0,Official launch. ,550000.0,0,software,angel,0
10.0,1,,5.0,1,"Citrix GoToMeeting and Citrix GoToWebinar Now Integrate VoIP, Phone, and Web Conferencing for Mac and PC",,1,web,other,0
,2,6600000.0,2.0,0,nan,1500000.0,0,ecommerce,series-a,1
2.0,1,750000.0,2.0,0,Graduated Founder Institute San Diego app launch San Francisco app launch Austin app launch at SXSW Citybot named one of Laptop Magazine's top 10 apps and gadgets from SXSW 2013,750000.0,5,mobile,angel,0
2.0,2,1395000.0,2.0,0,nan,65000.0,1,mobile,angel,0
,1,1600000.0,1.0,0,nan,1600000.0,7,web,series-a,1
8.0,6,56000000.0,3.0,0,Clarizen named in Lead411's Hottest Silicon Valley Companies list Clarizen was reviewed by TopTenREVIEWS. Recipient of TopTenREVIEWS Gold Award for Best Project Management Software. ,7000000.0,2,software,series-a,0
12.0,2,8330000.0,,0,nan,5000000.0,1,software,venture,1
7.0,1,5000000.0,,0,nan,5000000.0,5,software,series-b,1
6.0,2,8665000.0,2.0,0,nan,1665000.0,3,web,series-a,0
,2,9000000.0,1.0,0,nan,,3,analytics,venture,0
,2,4815000.0,,0,nan,1565000.0,0,software,venture,0
13.0,1,12000000.0,2.0,0,nan,12000000.0,2,messaging,series-b,0
8.0,2,615000.0,1.0,0,nan,,1,software,angel,0
0.0,1,500000.0,,0,nan,500000.0,1,software,angel,0
6.0,2,2000000.0,2.0,0,nan,1000000.0,0,software,series-a,0
8.0,2,383000.0,1.0,0,nan,145000.0,0,mobile,other,0
6.0,1,3000000.0,2.0,0,"Climber.com acquires Affinity Circles, Inc",3000000.0,0,web,venture,0
2.0,1,100000.0,,0,nan,100000.0,1,software,angel,0
,1,,1.0,0,nan,,1,games_video,venture,0
3.0,2,1510017.0,1.0,0,nan,1300017.0,0,web,venture,0
3.0,1,8100000.0,1.0,0,nan,8100000.0,2,software,venture,0
1.0,1,,2.0,0,nan,,2,mobile,angel,0
0.0,1,,1.0,0,nan,,4,software,venture,0
6.0,1,475000.0,2.0,0,nan,475000.0,0,ecommerce,angel,0
,3,8547423.0,2.0,0,Cloud Cruiser Express provides financial management for private and hosted public clouds built with Microsoft Windows Azure Pack Announced support for OpenStack Havana and Ceilometer,1665000.0,1,software,series-a,0
1.0,1,20000000.0,,0,nan,20000000.0,0,games_video,crowdfunding,0
12.0,1,,1.0,0,Announced version 2.4 of Cloudian Software Cloudian Connector for Citrix CloudPortal Business Manager PT Infinys System Indonesia Chooses Cloudian to Bring First Object Storage Solution To Indonesia,,1,software,series-b,0
11.0,3,38500000.0,3.0,0,Neil Cook becomes CTO,4500000.0,1,security,venture,0
4.0,3,20500000.0,3.0,0,"Named ""Cool Vendor"" by Gartner Inc. Launches Halo Professional ï¿? the most Advanced Cloud Server Security Platform Halo support extends to Windows Recognized by The Wall Street Journal's Annual Technology Innovation Awards as a runner-up in the Information Security category for its cloud server security platform Haloï¿?. Named an Industry Innovator by SC Magazine in the Virtualization and Cloud Security category",6500000.0,1,security,series-a,0
2.0,2,12500000.0,2.0,0,nan,2500000.0,4,analytics,series-a,0
3.0,2,8963293.0,2.0,0,nan,3763293.0,0,messaging,venture,0
,1,430000.0,,0,nan,430000.0,1,software,venture,0
2.0,1,500000.0,2.0,0,suite,500000.0,1,software,angel,0
27.0,1,,,0,nan,,1,games_video,venture,0
8.0,1,3600000.0,,0,nan,3600000.0,2,security,series-a,1
2.0,1,2500000.0,1.0,0,nan,2500000.0,0,ecommerce,venture,0
13.0,1,2500000.0,1.0,0,nan,2500000.0,4,software,venture,0
10.0,2,2900000.0,2.0,0,[Microsoft](/company/microsoft) licenses natural lang. search by Cognition,2700000.0,4,software,venture,0
6.0,1,500000.0,4.0,0,Cognitive Code is Approved Vendor for Northrop Grumman  Cognitive Code is Approved Vendor for Northrop Grumman ,500000.0,0,software,angel,0
1.0,4,31875590.0,2.0,0,nan,600000.0,5,ecommerce,angel,0
2.0,1,2400000.0,2.0,0,nan,2400000.0,6,ecommerce,series-a,0
5.0,2,6580000.0,2.0,0,nan,1850000.0,2,search,series-a,0
1.0,1,,1.0,0,nan,,1,software,angel,0
7.0,1,2000000.0,3.0,0,nan,2000000.0,1,software,series-a,0
1.0,2,50000.0,1.0,0,nan,20000.0,0,ecommerce,angel,0
,2,2244500.0,2.0,0,nan,600000.0,1,mobile,angel,0
13.0,1,10000000.0,1.0,0,nan,10000000.0,0,ecommerce,series-a,0
,2,5540000.0,,0,nan,3000000.0,0,mobile,other,0
1.0,1,1840000.0,1.0,0,nan,1840000.0,8,ecommerce,series-a,0
,1,,1.0,0,nan,,1,web,series-a,0
1.0,1,1800000.0,2.0,0,nan,1800000.0,5,ecommerce,series-a,0
2.0,2,290000.0,2.0,0,nan,180000.0,0,mobile,angel,0
,2,1100000.0,2.0,0,"CommutePaysï¿? MileagePerksï¿? Enables Rich, Targeted Advertising as a Location-Based Service Mobile App Program for Commuter Loyalty Redemption

SAN FRANCISCO ï¿? CommutePays, a leading loyalty and rewards mobile app for commuters, today announced the ",600000.0,0,mobile,angel,0
2.0,1,,,0,nan,,0,analytics,series-a,0
1.0,1,2000000.0,,0,nan,2000000.0,2,software,series-a,0
3.0,2,1329632.0,1.0,0,nan,709632.0,0,software,venture,0
,1,6000000.0,1.0,0,nan,6000000.0,1,software,series-a,0
1.0,1,400000.0,1.0,0,nan,400000.0,0,software,angel,0
1.0,3,12700000.0,2.0,0,nan,1800000.0,2,mobile,series-a,1
4.0,1,2075000.0,,0,nan,2075000.0,0,software,series-a,0
3.0,3,2350000.0,2.0,0,nan,500000.0,1,games_video,angel,0
3.0,3,700000.0,2.0,0,"Closed Seed Round Financing 165,000 Conferences Listed Miami Herald Report of OnTrade Acquisition",145000.0,6,analytics,angel,0
,1,4200000.0,,0,nan,4200000.0,2,software,venture,0
0.0,1,,2.0,0,Nathan Christie joins Conjectur as Visual Design Lead.,,0,mobile,angel,0
5.0,1,3500000.0,,0,nan,3500000.0,1,software,series-a,0
,2,6745000.0,2.0,0,nan,745000.0,0,analytics,angel,1
2.0,1,400000.0,,0,nan,400000.0,0,mobile,venture,0
3.0,1,100000.0,,0,nan,100000.0,0,web,venture,0
3.0,2,2927500.0,,0,nan,1527500.0,0,games_video,venture,0
1.0,1,118000.0,1.0,0,nan,118000.0,1,analytics,angel,0
,1,1000000.0,1.0,0,nan,1000000.0,6,messaging,angel,0
7.0,3,23817000.0,2.0,0,"Announced flagship product, the ConteXtream Service Delivery Grid",9600000.0,4,software,series-a,1
8.0,1,5750000.0,1.0,0,nan,5750000.0,3,software,series-b,0
,1,10000000.0,1.0,0,Juniper Networks to Acquire Contrail Systems,10000000.0,1,software,series-a,1
7.0,4,59000000.0,3.0,0,nan,9000000.0,2,software,series-a,0
,1,500000.0,,0,nan,500000.0,1,messaging,venture,0
7.0,1,5500000.0,1.0,0,nan,5500000.0,2,software,series-b,0
1.0,1,50000.0,1.0,0,Zine beta goes public.,50000.0,2,web,angel,0
15.0,7,107500000.0,3.0,0,"David P. Diamond added as Director, Information Technology",16000000.0,8,ecommerce,series-b,0
7.0,3,28100000.0,3.0,0,Cooliris named in Lead411's Hottest Silicon Valley Companies list,3000000.0,1,web,series-a,1
2.0,2,7000000.0,2.0,0,nan,2000000.0,0,web,series-a,0
3.0,1,400000.0,1.0,0,VOX for OS X released,400000.0,1,software,angel,0
1.0,1,,3.0,0,nan,,0,web,angel,0
5.0,1,13600000.0,,0,nan,13600000.0,2,software,series-a,0
13.0,1,3035000.0,1.0,0,nan,3035000.0,0,software,venture,0
5.0,1,300000.0,1.0,0,nan,300000.0,0,mobile,venture,0
5.0,3,3000000.0,3.0,0,Ansca Mobile changes company name to Corona Labs,1000000.0,1,mobile,series-a,1
6.0,1,500012.0,,0,nan,500012.0,0,software,venture,0
0.0,1,5500000.0,3.0,0,Cotap for iPhone available in the App Store.,5500000.0,2,mobile,series-a,0
3.0,1,,1.0,0,nan,,1,web,angel,0
1.0,1,4200000.0,2.0,0,nan,4200000.0,12,messaging,series-a,0
15.0,5,276760000.0,2.0,1,nan,12260000.0,1,web,series-c+,1
2.0,1,,2.0,0,Contract with Books A Million,,1,software,angel,0
1.0,1,500000.0,1.0,0,nan,500000.0,0,messaging,angel,0
8.0,1,2300000.0,1.0,0,nan,2300000.0,0,software,other,0
13.0,1,7000000.0,1.0,0,nan,7000000.0,3,software,series-c+,1
9.0,3,11658743.0,1.0,0,nan,3635000.0,0,software,other,0
9.0,1,2282118.0,2.0,0,"CPO Commerce Makes Inc. Magazine's List of America's Fastest-Growing Private Companies. CPO Commerce Ranks No. 2 Retailer and No. 41 Overall on the 2008 Inc. 500 With Three-Year Sales Growth of 3,396%. CPO Commerce Makes Inc. Magazine's List of America's Fastest-Growing Private Companies for second year in a row. CPO Commerce Makes Inc. Magazine's List of America's Fastest-Growing Private Companies for third year in a row. CPO Commerce Makes Inc. Magazine's List of America's Fastest-Growing Private Companies for fourth year in a row. CPO Commerce Makes Inc. Magazine's List of America's Fastest-Growing Private Companies for fifth year in a row. CPO Commerce Makes Inc. Magazine's List of America's Fastest-Growing Private Companies for sixth year in a row.",2282118.0,0,ecommerce,venture,0
9.0,1,1750000.0,3.0,0,Crackle.com Reveals Online View NUmbers for Hit New Summer Web Sites ,1750000.0,2,games_video,series-a,0
18.0,1,13500000.0,3.0,0,Jeremy Zawodny leaves Yahoo for Craigslist. Craigslist Revenues top $100m,13500000.0,1,web,venture,0
